ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"186.251.255.17","elite","AS267513","BR","Seanet Telecom Carazinho Eireli","206","Seanet Telecom Carazinho Eireli","31337","socks4","4604","1","2023-07-07T10:06:39.934Z","99","2741","2760"
"212.69.12.41","elite","AS52116","RS","Orion Telekom Tim d.o.o.Beograd","97","Orion Telekom Tim d.o.o.Beograd","1080","socks4","4612","1","2023-07-07T10:06:39.847Z","100","2753","2753"
"218.185.242.117","elite","AS4809","SG","China Telecom Next Generation Carrier Network","202","CTG","9050","socks4","5009","1","2023-07-07T10:06:38.817Z","100","2774","2774"
"196.2.13.12","elite","AS25429","BI","CBINET Burundi","257","Cbinet","4153","socks4","4790","2","2023-07-07T10:06:38.814Z","90","2470","2759"
"197.234.13.60","elite","AS36902","SC","Intelvision","174","Intelvision Ltd","4145","socks4","4812","1","2023-07-07T10:06:38.817Z","100","2719","2731"
"177.91.76.34","elite","AS263432","BR","Corporativa Telecomunicacoes Eireli ME","192","Corporativa Telecomunicacoes Eireli ME","4153","socks4","4922","1","2023-07-07T10:06:38.816Z","93","2576","2773"
"168.227.158.25","elite","AS52898","BR","Multipla ServiÔos Inteligentes","204","Multipla Serviços Inteligentes","4145","socks4","4798","1","2023-07-07T10:06:38.816Z","99","2766","2782"
"85.240.180.190","elite","AS3243","PT","PT Comunicacoes S.A.","34","PT Comunicacoes S.A.","5678","socks4","4489","1","2023-07-07T10:06:38.817Z","97","2671","2753"
"103.115.255.193","elite","AS137868","BD","Star Internet Service","187","Md. Murad Hossain Ripon","36331","socks4","5189","82","2023-07-07T10:06:36.704Z","97","2697","2770"
"1.20.207.225","elite","AS23969","TH","TOT Public Company Limited","154","TOT Mobile Co LTD","4153","socks4","4002","1","2023-07-07T10:06:36.636Z","94","2586","2754"
"113.160.58.230","elite","AS45899","VN","VietNam Post and Telecom Corporation","291","Vietnam Posts and Telecommunications Group","4145","socks4","5007","82","2023-07-07T10:06:36.236Z","70","1927","2772"
"106.14.222.35","elite","AS37963","CN","Alibaba (US) Technology Co","205","Aliyun Computing Co., LTD","61850","socks4","703","1","2023-07-07T10:06:36.336Z","80","2196","2762"
"213.136.69.153","elite","AS51167","DE","Contabo GmbH","18","Contabo GmbH","63791","socks5","4487","86","2023-07-07T10:06:36.634Z","100","2726","2727"
"203.30.191.92","elite","AS209242","US","Cloudflare London","15","Umpire Associates LTD","80","socks5","4717","1","2023-07-07T10:06:36.338Z","100","2690","2691"
"46.167.238.54","elite","AS16019","CZ","UPC Czech","83","Tkom Plus sro, customers space","5678","socks5","4639","1","2023-07-07T10:06:36.340Z","100","2685","2697"
"45.126.169.233","elite","AS134014","IN","NET 4 U SERVICES PVT LTD","198","NET 4 U Services PVT LTD","4145","socks4","4908","1","2023-07-07T10:06:36.637Z","99","2742","2760"
"104.18.136.28","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","4897","1","2023-07-07T10:06:36.339Z","100","2770","2770"
"212.154.251.210","elite","AS50482","KZ","JSC Kazakhtelecom","183","Limited liability company","5678","socks4","5184","1","2023-07-07T10:06:34.622Z","98","2679","2721"
"178.254.168.34","elite","AS205570","US","Turkcell Internet","75","Turkcell Iletisim Hizmetleri","3440","socks4","5001","1","2023-07-07T10:06:34.619Z","90","2482","2770"
"103.59.203.189","elite","AS134014","IN","NET 4 U SERVICES PVT LTD","123","NET 4 U Services PVT LTD","4145","socks4","4702","1","2023-07-07T10:06:34.618Z","99","2756","2777"
"89.25.23.210","elite","AS41313","BG","NOVATEL-AS","51","\"NOVATEL\" EOOD","4153","socks4","3905","1","2023-07-07T10:06:34.621Z","100","2769","2769"
"69.163.160.197","elite","AS26347","US","New Dream Network, LLC","160","New Dream Network, LLC","1645","socks4","4999","1","2023-07-07T10:06:34.619Z","100","2775","2776"
"186.251.255.49","elite","AS267513","BR","Seanet Telecom Carazinho Eireli","205","Seanet Telecom Carazinho Eireli","31337","socks4","5096","1","2023-07-07T10:06:34.617Z","99","2741","2758"
"169.255.139.5","elite","AS36892","SS","IPTEC South Sudan","200","Iptec LTD","60279","socks4","4885","1","2023-07-07T10:06:34.621Z","98","2692","2737"
"43.153.177.44","elite","AS132203","JP","Shenzhen Tencent Computer Systems Company Limited","233","Tencent Cloud Computing","443","socks4","5084","1","2023-07-07T10:06:34.620Z","66","1806","2730"
"102.64.116.254","elite","AS328500","CG","A.M.C Telecom","200","A.M.C Telecom","4145","socks4","4398","1","2023-07-07T10:06:33.447Z","98","2717","2773"
"104.20.225.218","elite","AS13335","US","Cloudflare, Inc.","82","Cloudflare, Inc.","80","socks4","4405","1","2023-07-07T10:06:33.439Z","100","2763","2764"
"180.183.204.143","elite","AS45629","TH","Triple T Broadband Public Company Limited","207","Triple T Broadband Public Company Limited","8080","socks4","4106","1","2023-07-07T10:06:33.434Z","89","2451","2745"
"120.50.40.184","elite","AS17547","SG","M1 NET LTD","195","M1 NET LTD","3128","socks4","4998","1","2023-07-07T10:06:33.443Z","100","2707","2708"
"104.129.205.25","elite","AS22616","US","ZSCALER, INC.","90","Zscaler, Inc.","54321","socks5","5098","1","2023-07-07T10:06:33.446Z","95","2537","2657"
"154.29.227.162","elite","AS46261","US","QuickPacket, LLC","90","Aventice LLC","8081","socks4","4828","1","2023-07-07T10:06:33.445Z","98","2641","2704"
"85.237.51.73","elite","AS12389","RU","PJSC Rostelecom","62","PJSC Rostelecom","4145","socks4","4390","1","2023-07-07T10:06:33.348Z","99","2727","2764"
"103.47.93.113","elite","AS134058","IN","Broban Internet Services Pvt.ltd","137","Broban  PVT Ltd.","1080","socks4","4809","1","2023-07-07T10:06:32.342Z","99","2725","2749"
"124.131.202.102","elite","AS4837","CN","CNC Group CHINA169 Shandong Province Network","184","N/A","3128","socks5","4805","1","2023-07-07T10:06:32.342Z","53","1471","2765"
"103.31.84.122","elite","AS7642","MV","Dhiraagu Pvt.Ltd","189","Dhivehi Raajjeyge Gulhun Plc","1080","socks4","4691","1","2023-07-07T10:06:32.341Z","100","2764","2774"
"138.201.81.62","elite","AS24940","DE","Hetzner Online GmbH","22","Hetzner","30082","socks4","4992","1","2023-07-07T10:06:32.343Z","100","2729","2729"
"178.253.201.11","elite","AS9125","RS","Orion Telekom ISP IP Network","55","N/A","1080","socks4","4505","1","2023-07-07T10:06:31.246Z","100","2743","2753"
